,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
5443,White,2,40.0,2.7,GL,0.61,0.757142857143,1.0
5445,White,2,29.0,2.9,GL,0.46,0.63869047619,1.0
5446,Asian,2,33.0,3.1,MW,0.28,0.707738095238,1.0
5447,White,2,36.0,3.0,MW,0.39,0.735714285714,1.0
5450,White,1,38.0,3.6,MW,0.35,0.817857142857,1.0
5451,White,1,34.0,2.4,MW,-0.05,0.653571428571,1.0
5452,White,1,39.0,3.4,MW,0.75,0.81130952381,1.0
5453,White,2,40.0,3.0,MW,0.57,0.785714285714,1.0
5454,White,1,41.0,2.7,MW,-0.26,0.769642857143,1.0
5455,White,2,32.5,3.5,MW,0.28,0.739583333333,1.0
5456,White,2,28.0,2.3,MW,-1.13,0.569047619048,1.0
5457,Black,1,28.0,3.9,MW,-0.37,0.721428571429,1.0
5458,Asian,2,28.5,2.4,MW,-0.84,0.584821428571,0.0
5459,White,1,36.0,3.0,MW,-0.41,0.735714285714,1.0
5460,Hispanic,1,35.0,3.7,SE,1.4,0.789880952381,1.0
5461,White,2,38.0,2.5,MW,-0.84,0.713095238095,1.0
5462,White,2,38.0,3.1,MW,-0.08,0.770238095238,1.0
5463,White,2,40.0,2.9,MW,0.9,0.77619047619,1.0
5464,White,2,37.0,2.8,MW,-0.66,0.729166666667,1.0
5465,White,1,34.0,3.5,GL,0.17,0.758333333333,1.0
5466,White,1,42.0,3.2,MW,0.82,0.829761904762,1.0
5467,White,1,42.0,3.5,MW,1.95,0.858333333333,1.0
5468,White,2,36.0,2.5,MW,-1.39,0.688095238095,1.0
5469,White,2,42.0,3.2,MW,0.97,0.829761904762,1.0
5470,White,1,38.0,3.6,MW,1.22,0.817857142857,1.0
5471,White,1,44.0,3.1,MW,1.91,0.845238095238,1.0
5472,White,1,29.0,3.0,GL,-1.13,0.648214285714,1.0
5473,White,2,31.0,3.2,MW,-0.66,0.692261904762,1.0
5474,Black,1,41.0,2.6,MW,-0.37,0.760119047619,1.0
5475,White,1,33.5,3.0,NE,-0.26,0.704464285714,1.0
5476,White,2,35.0,3.2,MW,0.46,0.742261904762,1.0
5477,White,1,31.0,3.9,MW,1.37,0.758928571429,1.0
5478,White,2,35.0,2.4,MW,-0.95,0.666071428571,1.0
5479,White,2,40.0,3.6,MW,1.01,0.842857142857,1.0
5480,White,2,39.0,2.9,MW,0.64,0.76369047619,1.0
5481,White,1,32.0,3.4,MW,0.32,0.72380952381,1.0
5482,White,1,43.0,1.9,MW,0.75,0.718452380952,1.0
5483,White,2,37.0,3.2,MW,1.15,0.767261904762,1.0
5484,Hispanic,2,24.7,2.1,MW,-1.82,0.50875,0.0
5486,White,1,33.0,3.0,MW,-1.02,0.698214285714,1.0
5487,White,2,35.0,3.3,MW,2.16,0.751785714286,1.0
5488,White,2,33.0,3.1,MW,0.14,0.707738095238,1.0
5489,White,2,35.0,3.1,MS,-0.26,0.732738095238,1.0
5490,White,1,31.0,3.2,MW,-0.12,0.692261904762,1.0
5491,White,1,32.0,3.4,MW,-0.71,0.72380952381,1.0
5493,White,2,40.0,2.6,GL,-0.3,0.747619047619,1.0
5494,White,1,41.0,3.1,Mt,0.86,0.807738095238,1.0
5495,White,1,33.0,3.3,MW,-0.19,0.726785714286,0.0
5496,White,1,38.0,3.2,MW,0.93,0.779761904762,1.0
5498,White,2,35.0,3.4,MS,0.39,0.76130952381,0.0
5499,White,2,31.0,3.2,MW,1.55,0.692261904762,1.0
5501,White,2,39.0,2.6,MW,0.43,0.735119047619,1.0
5502,White,2,47.0,2.4,MW,1.91,0.816071428571,1.0
5503,White,2,42.0,2.4,GL,-0.44,0.753571428571,1.0
5505,White,1,38.0,3.6,MW,0.71,0.817857142857,1.0
5506,White,2,40.0,3.0,MW,1.11,0.785714285714,1.0
5507,White,2,41.0,2.8,MW,-0.95,0.779166666667,1.0
5508,White,1,36.0,3.6,GL,-0.08,0.792857142857,1.0
5509,White,1,30.0,4.0,MW,0.71,0.755952380952,1.0
5510,White,2,37.0,3.0,MW,-1.21,0.748214285714,1.0
5512,White,2,36.0,3.2,MW,0.68,0.754761904762,1.0
5513,White,2,36.0,2.7,MW,1.01,0.707142857143,1.0
5514,White,2,43.0,4.0,MW,0.64,0.918452380952,1.0
5515,White,2,39.0,3.1,MW,1.01,0.782738095238,1.0
5516,Black,1,37.0,3.9,MW,0.61,0.833928571429,1.0
5517,White,2,28.0,3.5,MW,0.35,0.683333333333,1.0
5519,White,2,33.0,3.1,GL,-0.66,0.707738095238,1.0
5520,White,1,37.0,3.5,MW,-0.05,0.795833333333,1.0
5521,White,2,39.0,2.6,MW,-1.06,0.735119047619,1.0
5522,White,2,39.0,2.9,MW,-0.29,0.76369047619,1.0
5523,White,2,38.0,2.8,MW,-0.81,0.741666666667,1.0
5524,White,1,31.5,3.0,Mt,-0.88,0.679464285714,1.0
5526,White,2,40.0,3.1,MW,-0.16,0.795238095238,1.0
5527,White,1,33.5,3.5,GL,0.5,0.752083333333,1.0
5528,White,1,38.0,3.5,GL,1.4,0.808333333333,1.0
5529,Asian,1,28.0,2.5,NG,-0.59,0.588095238095,1.0
5530,White,2,33.5,3.2,MS,-0.08,0.723511904762,1.0
5531,White,2,36.0,2.9,SC,0.43,0.72619047619,1.0
5532,White,2,38.0,2.3,MW,0.14,0.694047619048,1.0
5534,White,2,36.0,2.3,MW,-0.47,0.669047619048,1.0
5535,White,1,38.0,3.7,MW,0.68,0.827380952381,1.0
5537,White,2,42.0,3.9,MW,1.28,0.896428571429,1.0
5540,White,2,37.0,2.7,MW,1.89,0.719642857143,1.0
5541,White,2,36.5,3.0,MW,0.62,0.741964285714,1.0
5550,White,2,41.0,2.9,GL,0.14,0.78869047619,1.0
5551,White,2,35.0,3.6,SE,0.14,0.780357142857,1.0
5553,White,2,39.0,2.4,MW,-0.41,0.716071428571,1.0
5556,White,2,42.0,2.4,MW,0.32,0.753571428571,1.0
5558,White,2,35.0,3.1,MW,0.68,0.732738095238,1.0
5560,White,1,41.0,2.4,MW,1.46,0.741071428571,1.0
5562,White,1,38.0,3.1,MW,1.46,0.770238095238,1.0
5563,White,1,33.0,3.9,MW,-0.35,0.783928571429,1.0
5567,White,2,38.0,3.1,MW,0.44,0.770238095238,1.0
5568,White,1,33.0,4.0,MW,1.46,0.793452380952,1.0
5569,White,1,38.0,3.0,GL,-0.62,0.760714285714,1.0
5570,White,2,38.0,3.8,MW,1.69,0.836904761905,1.0
5571,White,1,33.0,3.2,GL,0.21,0.717261904762,1.0
5572,White,2,33.0,3.0,MW,1.37,0.698214285714,1.0
5573,Hispanic,2,26.0,2.7,SC,-0.84,0.582142857143,0.0
5574,Mexican,1,35.0,2.6,FW,-0.48,0.685119047619,1.0
5575,White,1,38.0,2.7,GL,0.17,0.732142857143,1.0
5576,White,2,34.5,3.1,SE,-0.19,0.726488095238,1.0
5577,White,2,39.0,2.4,SC,-1.13,0.716071428571,0.0
5578,White,1,38.0,3.0,SE,-0.73,0.760714285714,1.0
5579,White,2,39.0,3.2,MW,1.3,0.792261904762,1.0
5581,White,2,37.0,3.4,MW,0.56,0.78630952381,1.0
5582,Black,1,27.0,2.5,MW,-1.35,0.575595238095,1.0
5583,White,1,31.5,3.3,MW,-1.62,0.708035714286,1.0
5584,White,2,25.5,2.1,MW,-0.77,0.51875,1.0
5585,White,2,33.0,3.2,MW,-0.71,0.717261904762,0.0
5587,White,2,36.0,3.8,GL,0.44,0.811904761905,1.0
5588,White,1,34.0,2.7,MW,-1.92,0.682142857143,0.0
5589,Asian,2,25.0,2.4,GL,-1.41,0.541071428571,1.0
5590,White,1,32.0,3.0,MW,-0.53,0.685714285714,1.0
5592,White,1,39.0,3.7,MW,0.26,0.839880952381,1.0
5597,White,2,34.0,2.6,MW,0.26,0.672619047619,1.0
5599,White,2,36.0,2.1,MW,-1.44,0.65,1.0
5602,Black,1,24.0,3.0,MW,-1.62,0.585714285714,0.0
5603,White,2,34.0,2.9,MW,-0.37,0.70119047619,1.0
5604,White,2,27.5,3.4,MW,0.82,0.66755952381,1.0
5605,Black,1,26.0,2.5,MW,-1.24,0.563095238095,0.0
5607,White,1,35.0,3.0,MW,0.21,0.723214285714,1.0
5608,White,2,38.0,3.5,MW,0.71,0.808333333333,1.0
5609,White,1,40.0,2.8,SC,-0.59,0.766666666667,0.0
5610,Black,1,23.0,2.9,MW,-0.81,0.56369047619,1.0
5611,White,1,28.0,2.6,MW,-1.49,0.597619047619,1.0
5612,White,2,38.0,2.4,MW,1.26,0.703571428571,1.0
5613,White,2,35.0,2.9,MW,-1.1,0.71369047619,1.0
5614,White,1,34.0,3.5,GL,-0.26,0.758333333333,1.0
5615,White,2,36.0,3.4,MW,-0.26,0.77380952381,1.0
5616,White,1,32.0,3.0,SC,-0.41,0.685714285714,0.0
5617,White,1,36.0,3.3,MW,0.06,0.764285714286,1.0
5619,White,1,39.0,3.4,GL,0.61,0.81130952381,1.0
5620,White,2,39.0,3.7,GL,0.74,0.839880952381,1.0
5621,White,2,37.0,2.4,GL,-0.05,0.691071428571,1.0
5623,White,2,41.0,3.8,MW,0.44,0.874404761905,1.0
5625,White,1,31.0,2.7,MW,-3.13,0.644642857143,1.0
5627,White,2,35.0,2.4,GL,0.1,0.666071428571,1.0
5628,White,2,35.0,3.2,MW,0.46,0.742261904762,1.0
5629,White,1,37.0,3.4,MW,0.71,0.78630952381,1.0
5630,White,2,39.0,3.4,MW,-0.23,0.81130952381,1.0
5631,White,2,47.0,3.0,GL,2.85,0.873214285714,1.0
5632,White,1,33.5,3.2,MW,-0.03,0.723511904762,1.0
5633,White,2,34.0,3.1,MW,0.53,0.720238095238,1.0
5634,White,2,43.0,3.3,MW,1.8,0.851785714286,1.0
5635,White,2,24.0,2.6,MW,-0.6,0.547619047619,1.0
5637,White,2,41.0,2.9,MW,0.35,0.78869047619,1.0
5639,White,2,41.0,3.5,MW,1.55,0.845833333333,1.0
5640,White,2,29.0,3.9,MW,0.1,0.733928571429,1.0
5641,White,2,31.0,2.8,MW,-1.31,0.654166666667,1.0
5642,White,2,33.0,3.1,GL,-0.59,0.707738095238,1.0
5643,White,2,33.0,3.2,MW,-0.05,0.717261904762,1.0
5644,White,2,36.0,3.5,MW,-0.41,0.783333333333,1.0
5645,White,2,33.0,2.9,MW,-0.23,0.68869047619,1.0
5646,White,2,34.0,3.5,MW,1.88,0.758333333333,1.0
5647,White,2,34.0,3.6,MW,0.9,0.767857142857,1.0
5648,White,2,39.0,2.9,Mt,1.62,0.76369047619,1.0
5649,White,1,37.0,3.6,MW,0.46,0.805357142857,1.0
5650,White,2,34.0,2.8,MW,0.1,0.691666666667,1.0
5651,White,1,45.0,3.0,MW,0.24,0.848214285714,1.0
5654,White,1,42.0,3.8,MW,1.49,0.886904761905,1.0
5655,White,2,35.0,3.5,FW,0.7,0.770833333333,1.0
5656,White,2,35.0,2.7,MW,-1.85,0.694642857143,1.0
5657,White,1,40.0,3.5,MW,1.29,0.833333333333,1.0
5658,White,1,41.0,3.8,MW,-0.08,0.874404761905,1.0
5659,White,1,31.0,3.5,FW,0.59,0.720833333333,1.0
5660,White,2,40.0,3.2,MW,-0.78,0.804761904762,1.0
5661,White,2,42.0,2.9,MW,-0.27,0.80119047619,1.0
5662,White,1,34.0,3.4,MW,-0.92,0.74880952381,1.0
5663,White,2,37.0,3.5,MW,-1.3,0.795833333333,1.0
5664,White,2,42.0,3.4,MW,0.28,0.84880952381,1.0
5665,Black,2,28.0,2.5,GL,-1.17,0.588095238095,1.0
5666,White,2,35.0,3.2,MW,-0.18,0.742261904762,1.0
5667,White,1,34.0,3.5,MW,-0.06,0.758333333333,1.0
5668,White,2,36.0,3.3,MW,-0.51,0.764285714286,1.0
5669,White,1,39.0,3.2,MW,-0.72,0.792261904762,1.0
5670,White,2,37.0,3.0,MW,-0.62,0.748214285714,1.0
5672,White,1,38.0,3.1,MW,-1.55,0.770238095238,1.0
5673,White,2,46.0,3.9,MW,1.98,0.946428571429,1.0
5675,White,1,39.5,2.9,MW,-1.22,0.76994047619,1.0
5676,White,1,39.0,3.4,MW,0.56,0.81130952381,1.0
5679,White,1,39.0,3.4,MW,0.02,0.81130952381,1.0
5680,White,1,38.0,3.6,MW,2.34,0.817857142857,1.0
5681,White,2,38.0,3.7,MW,-1.06,0.827380952381,1.0
5682,White,2,35.0,3.6,MW,-0.98,0.780357142857,1.0
5683,White,2,44.0,3.7,NE,1.07,0.902380952381,1.0
5684,White,1,39.0,3.8,MW,1.8,0.849404761905,1.0
5685,White,2,37.0,3.4,MW,0.63,0.78630952381,1.0
5686,White,2,40.0,3.1,MW,1.85,0.795238095238,1.0
5687,White,2,33.5,3.4,MW,-0.43,0.74255952381,1.0
5688,White,2,40.0,3.4,MW,1.11,0.82380952381,1.0
5689,White,1,40.0,3.2,MW,-0.19,0.804761904762,1.0
5691,White,2,35.0,3.6,MW,0.4,0.780357142857,1.0
5692,White,2,41.0,3.2,MW,-0.84,0.817261904762,1.0
5693,White,2,36.0,3.0,MS,-0.87,0.735714285714,1.0
5694,White,2,39.0,3.1,MW,-0.31,0.782738095238,1.0
5697,White,2,34.0,3.7,MW,0.02,0.777380952381,1.0
5698,White,1,36.0,3.5,Mt,-0.72,0.783333333333,1.0
5699,White,2,36.0,3.5,MW,-0.5,0.783333333333,1.0
5701,White,2,35.0,3.7,GL,-0.64,0.789880952381,1.0
5703,White,1,37.0,3.7,MW,-0.39,0.814880952381,1.0
5704,Black,1,27.0,2.7,MW,-0.48,0.594642857143,1.0
5705,White,1,38.0,3.4,MW,1.25,0.79880952381,1.0
5706,White,2,40.0,3.6,MW,0.98,0.842857142857,1.0
5707,White,2,32.0,4.0,MW,0.64,0.780952380952,1.0
5708,White,1,35.0,3.9,MW,1.07,0.808928571429,1.0
5709,White,2,34.0,3.3,GL,-0.07,0.739285714286,1.0
5710,White,2,37.0,3.3,MW,-0.73,0.776785714286,1.0
5712,White,2,39.0,3.6,MW,0.57,0.830357142857,1.0
5714,White,2,40.0,3.6,MW,1.57,0.842857142857,1.0
5715,White,2,42.0,3.1,MW,1.4,0.820238095238,1.0
5716,White,1,36.0,3.5,MW,-0.53,0.783333333333,1.0
5717,White,2,35.0,3.9,MW,1.37,0.808928571429,1.0
5718,White,1,40.0,3.6,MW,1.39,0.842857142857,1.0
5719,White,2,47.0,3.1,MW,-0.04,0.882738095238,1.0
5720,White,1,36.0,3.8,MW,1.23,0.811904761905,1.0
5721,White,2,43.0,4.0,MW,2.32,0.918452380952,1.0
5722,White,2,36.0,3.4,MS,0.36,0.77380952381,1.0
5723,White,1,36.5,3.5,SE,0.45,0.789583333333,1.0
5724,White,2,40.0,3.0,MW,-0.57,0.785714285714,1.0
5725,White,2,42.0,3.3,MW,0.72,0.839285714286,1.0
5726,White,2,35.0,2.9,MW,1.44,0.71369047619,1.0
5727,White,2,42.0,3.5,MW,1.07,0.858333333333,1.0
5729,White,1,39.0,3.2,MW,-0.04,0.792261904762,1.0
5730,White,2,43.0,3.1,MW,1.11,0.832738095238,1.0
5731,White,1,39.0,3.8,MW,0.65,0.849404761905,1.0
5732,White,1,34.0,4.0,MW,0.48,0.805952380952,1.0
5733,Black,1,27.0,2.5,MW,-1.7,0.575595238095,1.0
5734,White,1,35.0,3.5,MW,-1.13,0.770833333333,1.0
5736,Black,1,36.0,2.9,SC,-0.9,0.72619047619,1.0
5737,White,2,40.0,3.0,MW,-0.28,0.785714285714,1.0
5739,White,2,31.5,3.5,MW,-0.13,0.727083333333,1.0
5740,White,1,36.0,3.5,MW,0.86,0.783333333333,1.0
5742,White,2,35.0,3.6,MW,-0.77,0.780357142857,1.0
5743,White,2,33.0,3.5,MW,-1.72,0.745833333333,1.0
5744,White,2,37.5,3.1,NE,-0.01,0.763988095238,1.0
5745,White,2,38.0,3.1,MW,-0.55,0.770238095238,1.0
5746,White,2,43.0,2.7,MW,0.57,0.794642857143,1.0
5747,White,1,37.0,2.3,MW,-0.14,0.681547619048,1.0
5748,White,2,39.0,3.2,MW,-0.59,0.792261904762,1.0
5749,White,2,36.0,3.5,MW,-0.11,0.783333333333,1.0
5753,Black,1,32.0,3.0,MW,-1.81,0.685714285714,1.0
5754,White,1,35.0,3.9,MW,1.09,0.808928571429,1.0
5755,White,2,33.0,3.2,MW,-0.93,0.717261904762,1.0
5756,White,1,38.0,3.9,MW,-0.24,0.846428571429,1.0
5757,White,1,39.0,3.2,MW,0.27,0.792261904762,1.0
5758,Asian,2,47.0,2.8,MW,0.34,0.854166666667,1.0
5759,White,1,32.0,4.0,MW,-0.68,0.780952380952,1.0
5760,White,1,39.0,3.5,MW,1.2,0.820833333333,1.0
5762,White,2,34.0,3.7,MW,0.01,0.777380952381,1.0
5763,White,2,46.0,2.7,MW,1.94,0.832142857143,1.0
5765,White,2,37.0,3.2,MW,-0.38,0.767261904762,1.0
5766,White,2,39.0,3.0,MW,0.24,0.773214285714,1.0
5767,White,2,40.0,3.1,MW,-1.5,0.795238095238,1.0
5768,White,2,39.0,3.8,MW,0.89,0.849404761905,1.0
5769,White,2,35.0,3.5,MW,1.63,0.770833333333,1.0
5770,White,2,43.0,3.5,MW,-0.05,0.870833333333,1.0
5771,White,2,34.5,3.3,MW,-0.03,0.745535714286,1.0
5772,White,2,31.0,3.3,MW,-0.16,0.701785714286,1.0
5773,White,1,40.0,2.9,MW,-0.89,0.77619047619,1.0
5775,White,1,41.0,4.0,Mt,2.08,0.893452380952,1.0
5776,White,2,40.0,3.4,MW,-1.0,0.82380952381,1.0
5779,White,1,34.0,3.9,MW,-0.03,0.796428571429,1.0
5780,White,1,39.0,3.4,MW,-1.02,0.81130952381,1.0
5781,White,1,34.0,3.5,MW,0.34,0.758333333333,1.0
5782,White,1,45.0,2.6,MW,-0.17,0.810119047619,1.0
5783,White,2,40.0,4.0,MW,1.65,0.880952380952,1.0
5784,White,1,34.0,3.6,MW,0.07,0.767857142857,1.0
5785,White,1,35.0,4.0,MW,-0.34,0.818452380952,1.0
5786,White,1,35.0,3.9,MW,-0.29,0.808928571429,1.0
5787,White,2,42.0,2.9,MW,-0.31,0.80119047619,1.0
5788,White,1,35.0,2.4,NG,-0.92,0.666071428571,1.0
5790,White,2,33.0,3.0,SE,0.17,0.698214285714,1.0
5792,White,1,34.0,2.8,FW,0.34,0.691666666667,0.0
5793,White,2,37.0,2.8,FW,1.34,0.729166666667,1.0
5794,White,1,30.0,3.1,FW,-0.7,0.670238095238,1.0
5795,White,2,36.0,3.4,FW,1.34,0.77380952381,1.0
5799,Mexican,2,34.0,2.5,FW,-0.16,0.663095238095,1.0
5801,White,2,37.0,2.4,FW,0.46,0.691071428571,1.0
5803,White,2,35.0,2.8,FW,0.24,0.704166666667,0.0
5805,Asian,2,30.0,2.8,FW,-0.61,0.641666666667,0.0
5810,Asian,2,33.0,2.6,FW,0.9,0.660119047619,1.0
5811,Other,2,27.0,3.0,FW,0.05,0.623214285714,1.0
5813,Asian,2,34.0,2.9,FW,0.33,0.70119047619,1.0
5814,White,1,29.5,3.1,NE,-0.3,0.663988095238,1.0
5815,White,2,43.0,2.0,FW,0.8,0.727976190476,1.0
5816,White,1,31.5,3.0,Mt,0.9,0.679464285714,1.0
5818,White,1,36.0,2.9,FW,1.12,0.72619047619,1.0
5819,White,2,35.0,2.9,FW,0.71,0.71369047619,1.0
5820,White,2,33.0,3.9,FW,1.12,0.783928571429,1.0
5821,White,1,30.0,3.2,FW,-0.33,0.679761904762,0.0
5822,White,2,35.0,2.8,FW,-0.72,0.704166666667,0.0
5823,Hispanic,2,39.0,2.9,FW,1.2,0.76369047619,1.0
5824,White,1,34.0,2.7,FW,-0.56,0.682142857143,0.0
5825,White,2,37.0,3.0,Mt,1.88,0.748214285714,1.0
5827,White,2,37.0,2.5,FW,1.17,0.700595238095,1.0
5828,White,2,33.0,2.5,NE,0.33,0.650595238095,0.0
5829,Asian,1,33.0,2.6,FW,-0.21,0.660119047619,1.0
5831,White,1,33.0,2.9,Mt,-0.4,0.68869047619,1.0
5832,White,2,42.0,2.3,FW,-0.57,0.744047619048,1.0
5833,White,2,33.0,2.9,FW,0.02,0.68869047619,1.0
5834,White,1,35.0,2.7,FW,-0.02,0.694642857143,1.0
5835,White,1,24.5,3.8,FW,0.5,0.668154761905,0.0
5836,White,2,42.0,3.0,FW,1.19,0.810714285714,1.0
5838,White,2,27.0,3.3,FW,-0.29,0.651785714286,1.0
5839,White,2,34.0,2.4,FW,0.34,0.653571428571,0.0
5840,Mexican,2,37.0,3.2,FW,0.04,0.767261904762,1.0
5841,Black,1,27.0,2.8,FW,-0.28,0.604166666667,0.0
5842,White,2,32.3,2.8,NG,-0.28,0.670416666667,1.0
5843,White,1,42.0,2.7,FW,0.77,0.782142857143,1.0
5844,Puertorican,2,37.0,2.6,FW,0.11,0.710119047619,0.0
5845,White,2,35.0,2.8,FW,1.34,0.704166666667,0.0
5848,White,1,34.0,2.5,FW,0.51,0.663095238095,1.0
5849,White,2,35.0,2.7,FW,-0.02,0.694642857143,1.0
5850,White,1,40.0,2.6,FW,0.05,0.747619047619,1.0
5852,White,1,35.0,2.1,FW,0.11,0.6375,1.0
5853,White,2,35.0,2.8,FW,1.12,0.704166666667,1.0
5854,White,1,35.0,2.5,FW,-0.22,0.675595238095,0.0
5856,Asian,2,36.0,2.4,FW,-1.15,0.678571428571,1.0
5857,White,1,30.0,2.8,FW,1.57,0.641666666667,1.0
5858,Other,1,32.0,3.2,FW,1.04,0.704761904762,1.0
5859,White,1,43.0,2.4,FW,0.35,0.766071428571,1.0
5864,White,1,35.0,3.0,Mt,-0.78,0.723214285714,1.0
5867,White,2,36.0,3.6,FW,0.75,0.792857142857,1.0
5868,White,1,35.0,2.9,FW,0.87,0.71369047619,1.0
5869,Black,1,37.0,2.3,FW,2.6,0.681547619048,1.0
5871,White,2,38.0,3.0,FW,-0.51,0.760714285714,1.0
5872,White,2,37.0,3.3,FW,0.03,0.776785714286,1.0
5873,Mexican,2,29.0,2.9,FW,0.68,0.63869047619,1.0
5874,White,1,39.0,3.5,FW,1.44,0.820833333333,1.0
5875,Hispanic,1,22.5,2.9,FW,-0.45,0.55744047619,1.0
5876,White,1,32.0,3.2,FW,-0.81,0.704761904762,1.0
5877,White,1,33.0,3.1,MS,0.67,0.707738095238,1.0
5880,Puertorican,2,26.0,2.6,FW,-0.01,0.572619047619,1.0
5881,White,1,25.5,3.1,FW,1.49,0.613988095238,1.0
5883,Asian,1,31.0,2.7,FW,0.07,0.644642857143,1.0
5885,Mexican,1,29.0,2.9,FW,-0.45,0.63869047619,1.0
5886,Hispanic,1,26.5,3.3,FW,-0.32,0.645535714286,0.0
5888,White,2,39.0,3.6,FW,1.63,0.830357142857,1.0
5890,Asian,1,35.0,2.5,FW,0.58,0.675595238095,1.0
5891,White,2,39.0,3.1,FW,0.97,0.782738095238,1.0
5892,White,2,34.0,2.9,Mt,0.37,0.70119047619,1.0
5893,Other,2,31.0,3.1,FW,0.9,0.682738095238,1.0
5894,Black,1,28.5,2.1,FW,-0.58,0.55625,1.0
5895,White,2,34.0,3.5,FW,1.75,0.758333333333,1.0
5896,Other,2,26.0,3.2,FW,-0.83,0.629761904762,0.0
5897,White,2,29.0,3.5,FW,-0.95,0.695833333333,0.0
5898,White,2,33.0,2.9,FW,-0.5,0.68869047619,0.0
5899,White,2,39.0,2.7,FW,0.61,0.744642857143,1.0
5901,White,2,37.0,2.8,SE,1.51,0.729166666667,1.0
5902,Asian,2,39.0,2.2,NE,1.82,0.697023809524,1.0
5903,White,2,34.0,2.6,FW,-0.7,0.672619047619,1.0
5905,White,1,32.5,2.9,FW,-0.36,0.68244047619,1.0
5908,White,1,34.0,3.1,FW,-0.43,0.720238095238,1.0
5909,White,2,33.0,2.8,Mt,-0.71,0.679166666667,1.0
5910,White,1,34.0,3.0,FW,0.74,0.710714285714,1.0
5911,White,1,33.0,2.7,FW,1.88,0.669642857143,1.0
5912,White,1,34.0,3.1,FW,0.8,0.720238095238,1.0
5913,Asian,2,36.0,3.1,FW,-0.35,0.745238095238,0.0
5914,White,1,28.0,3.4,FW,0.06,0.67380952381,1.0
5915,White,2,40.0,2.2,FW,1.91,0.709523809524,1.0
5916,Mexican,2,22.7,2.9,FW,-0.74,0.55994047619,0.0
5917,White,2,38.0,2.9,FW,1.68,0.75119047619,1.0
5918,White,2,37.0,2.5,SE,0.1,0.700595238095,1.0
5919,White,2,31.0,3.5,FW,-0.01,0.720833333333,1.0
5920,White,2,35.0,2.8,FW,-0.02,0.704166666667,1.0
5921,Asian,2,37.0,2.3,FW,-0.08,0.681547619048,1.0
5922,White,2,33.0,2.8,MS,0.75,0.679166666667,1.0
5925,Hispanic,1,39.0,2.8,FW,1.69,0.754166666667,1.0
5926,White,1,33.0,2.8,FW,2.79,0.679166666667,1.0
5927,White,1,33.0,3.1,FW,-0.78,0.707738095238,0.0
5928,Other,1,26.5,3.0,FW,0.26,0.616964285714,1.0
5929,White,2,35.0,3.0,FW,-0.23,0.723214285714,0.0
5931,White,2,37.0,2.5,FW,0.92,0.700595238095,1.0
5932,White,2,31.0,3.1,SE,0.31,0.682738095238,1.0
5933,White,2,35.0,2.9,FW,-0.07,0.71369047619,1.0
5934,White,1,41.0,2.3,FW,0.01,0.731547619048,0.0
5935,Asian,2,38.3,2.5,FW,1.24,0.716845238095,1.0
5936,White,2,32.3,2.7,FW,0.71,0.660892857143,1.0
5937,Asian,1,33.5,2.6,FW,-0.22,0.666369047619,1.0
5939,White,2,28.0,2.8,SE,-0.49,0.616666666667,1.0
5940,White,1,35.0,2.7,FW,-1.03,0.694642857143,1.0
5941,White,2,32.0,2.4,FW,-1.04,0.628571428571,1.0
5943,Other,1,35.0,3.7,FW,0.99,0.789880952381,1.0
5944,White,2,31.0,3.1,FW,-0.19,0.682738095238,1.0
5945,Asian,1,33.0,2.8,FW,0.31,0.679166666667,1.0
5946,Asian,2,38.0,2.6,FW,-0.1,0.722619047619,1.0
5947,White,1,34.0,2.6,FW,0.71,0.672619047619,1.0
5948,White,2,30.5,3.0,FW,1.31,0.666964285714,1.0
5949,Mexican,2,35.0,2.8,FW,-0.37,0.704166666667,1.0
5950,White,2,37.0,2.2,FW,-0.47,0.672023809524,0.0
5956,White,2,37.0,2.7,FW,1.88,0.719642857143,1.0
5957,White,1,31.0,2.8,FW,-0.98,0.654166666667,0.0
5958,Asian,1,31.5,3.3,FW,1.11,0.708035714286,1.0
5959,White,2,37.0,2.5,FW,-0.01,0.700595238095,1.0
5961,White,2,32.5,2.6,FW,0.49,0.653869047619,1.0
5966,White,2,30.0,3.3,FW,-1.06,0.689285714286,0.0
5971,White,2,30.0,2.7,FW,0.9,0.632142857143,0.0
5974,White,2,27.0,2.8,FW,0.99,0.604166666667,0.0
5975,White,2,30.0,2.6,FW,-0.9,0.622619047619,0.0
5978,White,1,34.0,3.1,FW,0.17,0.720238095238,1.0
5981,White,2,26.5,2.9,FW,-0.03,0.60744047619,1.0
5982,White,1,39.0,2.6,FW,0.87,0.735119047619,1.0
5984,White,2,44.0,1.5,FW,1.88,0.692857142857,1.0
5985,White,2,37.0,2.8,MS,0.38,0.729166666667,1.0
5987,White,1,42.0,1.7,FW,0.57,0.686904761905,1.0
5988,White,2,33.0,2.7,FW,1.2,0.669642857143,1.0
5989,White,2,33.5,3.2,SE,-0.52,0.723511904762,1.0
5990,White,2,33.0,3.0,SE,0.47,0.698214285714,1.0
5993,White,1,32.7,2.4,SE,0.47,0.637321428571,1.0
5994,White,2,35.0,3.0,SE,-0.8,0.723214285714,1.0
5995,White,1,27.0,3.5,SE,-0.17,0.670833333333,1.0
5997,White,2,35.0,2.7,SE,0.82,0.694642857143,1.0
